c_id,sentiment,tweet1,tweet2,org,loc,per,oth,negative,positive
2887.0,Positive,"""@taylorswift13: 8 hours til #RED."" Definitely picking this up tomorrow",“@taylorswift13: 8 hours til #RED.” i'm so Excited :'D,,,,,7,2
2906.0,Positive,Cowboys for the win! Hopefully ya made some dough on that game,A WIN is A win THATS ALL THAT MATTERS! #CowboysNation... and some of these @Panthers fans arent really nice! lol,"COWBOYS,PANTHERS",,,,4,3
2937.0,Negative,The Jets better put Tebow in if they tryna win.,Maybe if the jets put tebow in they would win!! #hesbetter,"TEBOW,THE JETS",,"TEBOW,HESBETTER",,11,1
2945.0,Negative,Over 100 people hurt as Kuwait police battle protesters: Around 100 protesters and 11 policemen were hurt as Kuw... ,Breaking News: AFP: Over 100 people hurt as Kuwait police battle protesters ,,KUWAIT,,,6,0
2970.0,Positive,Guinea-Bissau: Portugal behind failed coup bid: BISSAU (Reuters) - Guinea-Bissau's interim government accused Po... ,#aljazeera Guinea-Bissau accuses Portugal of coup bid: The accusation comes after Gunmen raided an army barracks... ,"ALJAZEERA GUINEA-BISSAU,PO,AJENGLISH,GUINEA-BISSAU'S","BISSAU,GUINEA-BISSAU,PORTUGAL",,,5,6
2971.0,Negative,"Why Greg Smith left Goldman Sachs: In this Tuesday, Oct. 16, 2012, photo, Greg Smith, the former Goldman Sachs b... ","Wholesale Jewelry: Greg Smith and Goldman Sachs: A Bad Romance: For the former Goldman Sachs employee, breaking ... ","GOLDMAN SACHS GROUP, INC,NYSE,GOLDMAN SACHS",,GREG SMITH,,17,0
2815.0,Negative,"Okinawa Pref. assembly expresses ""burning resentment"" over rape | Kyodo News | 10:20 22 October NAHA, Japan ","UPDATE1: Okinawa gov. protests rape by U.S. sailors, calls it very regrettable: ",KYODO NEWS,"OKINAWA,JAPAN,U.S.",,,1,4
2979.0,Positive,Lance Armstrong Stripped of Seven Tour De France Titles: Lance Armstrong is no longer a Tour de France cycling ... ,Armstrong stripped of his seven Tour de France titles Lance Armstrong has been stripped of his seven Tour de... ,UCI,,"LANCE ARMSTRONG,ARMSTRONG",TOUR DE FRANCE,91,119
2980.0,Negative,Jordanian Soldier Killed In Clash At Syrian Border: Jordanian soldier killed in clash at Syrian border,Jordanian soldier killed in clash with militants: AMMAN (Reuters) - A Jordanian soldier was killed in clashes wi... ,,"SYRIAN BORDER,AMMAN",,"JORDANIAN,SYRIAN,SYRIA-BOUND",23,8
2990.0,Negative,Pussy Riot women sent to the Gulag. It's nostalgia for the Cold War ... all over again. ,Pussy Riot women sent to camps ,,,,,4,2
3000.0,Negative,Lebanon launches major security operation: Lebanese troops launched a major security operation on Monday to open... ,"In Lebanon, Roadblocks and Gunmen Then Tanks: Lebanese troops launch a major security operation to open... #Atlanta #GA",,"ATLANTA,LEBANON",,LEBANESE,5,1
3001.0,Negative,BBC #News - BBC Newsnight editor steps aside: The BBC Newsnight editor responsible for dropping a report into se... ,BBC Newsnight editor steps aside: The BBC Newsnight editor responsible for dropping a report into claims Sir Jim... ,"BBC #NEWS,BBC NEWSNIGHT",,"JIM,JIMMY SAV",,40,2
2986.0,Positive,Pussy Riot members sent to far-flung prison colonies: A lawyer for the two jailed Pussy Riot band members says t... ,Pussy Riot members transferred to prison colonies: A lawyer for the two jailed Pussy Riot band members says they... ,PUSSY,,,RUSSIAN,49,24
3024.0,Negative,Amazon wipes customer's Kindle and deletes account with no explanation: Kindle user had her account deleted beca... ,Amazon wipes customer's Kindle and deletes account with no explanation #technology,AMAZON,,,,6,3
3025.0,Negative,FFS “@SkyNewsBreak: Six Italian scientists sentenced to six years in jail for failing to predict earthquake in 2009 which killed 309 people”,Six Italian scientists sentenced to six years in jail each for failing to predict earthquake in 2009 which killed 309 people??jeez,,,JEEZ,ITALIAN,12,1
3026.0,Negative,"Latest Ars Tech: Ceefax, world's first Teletext service, to shut down October 24: Launched in 1974, ... #tech #news","Ceefax, world’s first Teletext service, to shut down October 24 | Ars Technica ","ARS TECHNICA,CEEFAX,WORLD'S,SURYA CEEFAX,SURYARAY",,,"WORLD'S,WORLD’S",6,1
2999.0,Negative,Italy quake scientists convicted: Six Italian scientists and an ex-government official have been sentenced to six years in prison ove...,Italy quake scientists convicted: Six Italian scientists and an ex-government official are sentenced to six year... ,,ITALY,,ITALIAN,8,16
3028.0,Positive,Scientists Convicted Of Manslaughter For Failed Earthquake Warning: Seven Italian scientists have been convicted... ,Scientists Convicted Of Manslaughter For Failed Earthquake Warning: Seven Italian scientists have been convicted of… ,,"ITALY,L’AQUILA",,ITALIAN,30,9
3034.0,Positive,Lebanese Army Warns Against Score-Settling: The Lebanese military moved forcefully on Monday to quell simmering sectarian tensions ar...,Lebanese Army Warns Against Score-Settling: The Lebanese military moved forcefully on Monday to quell simmering ... ,,,,LEBANESE,4,2
3046.0,Negative,"UK to double number of drones in Afghanistan: RAF makes urgent purchase of five more Reaper drones, which will b... ",UK to double number of drones in Afghanistan via @guardian,,"UK,AFGHANISTAN",RAF,,2,3
3029.0,Positive,Mirror hit by claims over hacking: Four people have issued High Court claims against the owner of the Daily and ... ,“@SkyNewsBreak: Four individuals have issued phone hacking claims to the High Court against the publisher of The Daily Mirror and The People,DAILY MIRROR,,,,1,4
3065.0,Positive,"Obama slips Bob Schieffer a $50 and says ""You got my back, Bob?"" #debate","Bob Schieffer? More like BOO Schieffer! (Guys, I think he kind of looks like a ghost!)",,,"BOB SCHIEFFER,OBAMA",BOB,121,304
2985.0,Negative,Trinity Mirror faces phone hacking claims - media - from Reuters: British newspapers belonging to Trinity Mirror... ,News Update Trinity Mirror faces phone hacking claims - media ,"TRINITY MIRROR,REUTERS,REDMONDO",,,BRITISH,7,0
3088.0,Positive,"""And by the way you skipped Israel and by the way, they noticed that YOU SKIPPED ISRAEL""..... #debates","""Oh, and by the way, you skipped Israel. And they noticed that you skipped Israel."" @MittRomney",MITTROMNEY,ISRAEL,,,22,12
3082.0,Positive,Want to watch the #debate? Click here. RT @mashable: Watch the Presidential Foreign Policy Debate Live Stream ,Watch the Presidential Foreign Policy Debate Live Stream ,,,,,4,1
3091.0,Negative,"Watch Kids React to the Presidential Debates: ""They are like 5-year-olds fighting over a toy -- and the toy is ... ","Watch Kids React to the Presidential Debates: ""They are like 5-year-olds fighting over a toy -- and the ... #media",,,,,15,1
3114.0,Negative,Romney's flag pin is bigger than Obama's pin. Not fair,But why is Romney's American Flag pin bigger than Obama's? Guess he wants us to know that he loves America more... 👀👀,,AMERICA,"OBAMA,OBAMA'S,ROMNEY'S,MITT,ROMNEY",AMERICAN,64,22
3117.0,Negative,Romney shut the hell up and start talking !!,I bet Romney don't even know what the hell he's talking bout -___-,,,ROMNEY,,24,3
3125.0,Negative,"""We're four years closer to a nuclear Iran, and we should not have wasted these four years"" -Mitt Romney #lynndebate","Romney: ""We're four years closer to a nuclear Iran and we should not have wasted these four years"" #Debates",LYNNDEBATE,IRAN,"ROMNEY,MITT ROMNEY",,42,2
3128.0,Positive,"Romney talking about representative govt in Egypt... Well they have one, Muslim brotherhood. What would he have done to change that fact?",How's that going for us again we pick the winners and losers again what about Muslim brotherhood and Egypt,MUSLIM BROTHERHOOD,EGYPT,ROMNEY,MUSLIM,4,5
3134.0,Positive,"President Obama on Romney: ""Your strategy, previously, has been all over the map, and is not designed to keep Americans safe.""","Obama goes after Romney: Your strategy has been all over map, not designed to keep Americans safe. #delcodebate",,,"ROMNEY,OBAMA",AMERICANS,0,9
3138.0,Positive,"Gender equality? I'm sorry, did Romney just say he was for gender equality in other countries? What about ours, Governor? @DRapgovt",Gender equality starts at home. Romney seems more interested in gender equality in other countries than in the U.S.,DRAPGOVT,U.S,"I'M,ROMNEY",,13,45
3145.0,Negative,"When Mitt Romney said a few weeks ago that we should still have troops in Iraq, he was wrong. #RomneyWrong",Romney says he didn't want to leave troops in Iraq ... Romney literally said THIS a few weeks ago: “[W]e should... ,,IRAQ,"ROMNEY,MITT ROMNEY,OBAMA",,6,3
2739.0,Positive,"""Nothing Governor Romney said is true."" Hey wait, Obama, Romney could say the same thing about you! #debate","Romney always saying Obama wrong about his facts when every time ppl look into it, Obama be right...",,,"ROMNEY,LOL OBAMA,OBAMA",,21,9
3165.0,Negative,Giants vs. Cardinals NLCS: San Francisco reaches World Series with big win in Game 7: SAN FRANCISCO — There are a thousand tiny momen...,San Francisco Giants win NL pennant with 9-0 win over St. Louis Cardinals in Game 7. Giants +135 vs. Detroit Tigers (-155) in World Series.,"NL PENNANT,DETROIT TIGERS,ST. LOUIS CARDINALS,SAN FRANCISCO,NL,SAN FRANCISCO GIANTS,GIANTS","BAY AREA,SAN FRANCISCO",,WORLD SERIES,4,4
3170.0,Positive,Giants win it in the rain. Great game and World Series bound. Giants vs Tigers. Going to be a good series for sure. #WorldSeries2012,Giants win! Giants win! The #SFGiants are going to the World Series! They beat the Cardinals 9-0 in Game 7 of #NLCS,"TIGERS,CARDINALS,GIANTS",,,WORLD SERIES!,196,195
3190.0,Negative,"Romney -""when people vote they vote for peace not war"". Perfect reason to vote for Obama. Romney = war.","Romney, ""Elections around the world, with elections people tend to vote for peace, they don't vote for war."" You... ",,,"ROMNEY,OBAMA",,21,4
3200.0,Negative,"""America remains the one indispensable nation. The world needs a strong America, and it is stronger now when I came into office."" #Obama",Obama: America remains the one indispensable nation. America is stronger now than when I came into office.,,AMERICA,OBAMA,,89,15
3202.0,Negative,R - Number one I'll get rid of is OBAMA CARE. ( I need Obama Care!),"""Where ya gonna get the money??"" ""Get rid of Obama care... that doesn't sound good"" #Romnesia",,,"MITT,WE'LL,OBAMA",,21,4
3267.0,Positive,"rt @BarackObama President Obama: ""As long as I'm President of the United States, Iran will not get a nuclear weapon."" #StrongerWithObama","Obama on Iran: ""As long as I'm president of the United States. Iran will not get a nuclear weapon.""",,"UNITED STATES,IRAN",OBAMA,,16,27
3312.0,Positive,UCI agrees to strip Lance Armstrong of 7 Tour de France titles: Three days after Lance Armstrong made an appeara... ,Lance Armstrong Stripped of 7 Tour de France Titles: The International Cycling Union on Monday ratified a report on the cyclist by Am...,UCI,,"LANCE ARMSTRONG,ARMSTRONG",TOUR DE FRANCE,4,5
3317.0,Positive,my city is World Series bound :sfhat,Just bought my World Series tickets!,SFHAT,MY CITY,,,5,2
3318.0,Positive,"Mitt: ""It's not government that makes businesses successful. It's not government that makes businesses hire people."" Bam! #debate #dbate2012",Right. Government doesn't make business successful. Businesses make business successful. #capitalism,,,,,3,39
3321.0,Negative,"""Airbrush history"" - it's like Photoshop, kids. #debate","""Airbrush history."" Look who's talking.",,,,,5,1
3323.0,Negative,#OMG Yash Chopra's Last Journey Begins: Bollywood's 'King of Romance' Yash Chopra's final journey has begun from... ,"#BollywoodGossip Rare and Unseen pictures of Yash Chopra with Bollywood stars: Yash Chopra,... ",YASH CHOPRA,,GHAI,YASH CHOPRA'S,5,2
3326.0,Negative,BBC: Bengali writer Gangopadhyay dies: Well-known Bengali poet and novelist Sunil Gangopadhyay dies after a heart attack in the India...,Bengali writer Gangopadhyay dies: Well-known Bengali poet and novelist Sunil Gangopadhyay dies after a heart att... ,"BBCWORLD,BBC",INDIA,"SUNIL GANGOPADHYAY,GANGOPADHYAY",BENGALI,26,7
3327.0,Negative,"Pussy Riot To Prison Colony, Two Band Members Sent To Soviet-Era Camps: Pussy Riot members have been sent to a ... ",Pussy Riot: Pussy Riot Members Sent To Siberian Prison Camps: The two members of Pussy Riot… ,"PUSSY RIOT,PUSSY",,"MARIA ALYOKHINA,NADEZHDA TOLOKONNIKOVA","SOVIET-ERA,SIBERIAN",12,4
3328.0,Negative,"Japan justice minister resigns, blow to PM Noda: TOKYO, Oct 23 — Japan’s justice minister quit today due to ill ... ","Japan justice minister resigns, blow to PM Noda: TOKYO, Oct 23 (Reuters) - Japan's justice minister quit on Tues... ",,"TOKYO,JAPAN",NODA,"JAPAN'S,JAPAN’S",5,0
3329.0,Positive,Hacking allegations hit Trinity Mirror shares: Daily Mirror publisher's market value drops 12.5% as investors ta... ,"Hacking Lawsuits Spread Beyond News Corp. for the First Time: Trinity Mirror, publisher of the Daily Mirror and ... ","TRINITY MIRROR,DAILY MIRROR,NEWS CORP",LONDON,,,15,14
3332.0,Negative,Hospital fire in Taiwan kills 12: An early morning fire at a hospital in southern Taiwan kills 12 elderly patien... ,BBC : Hospital fire in Taiwan kills 12: An early morning fire at a hospital in southern Taiwan kills 12 elderly ... ,,"TAINAN,TAIWAN",,,28,17
3336.0,Positive,9-0 GIANTS OVER THE CARDS GOING TO TOP OF THE NINTH....GIANTS 3 OUTS AWAY &amp; ADVANCING TO THE WORLD SERIES. #baseball,"Damn, the giants beatn the shit out of St Louie.... Lookn like they gonna represent the NL in the world series","ST LOUIE,THE GIANTS,NL,GIANTS",,WE'RE,WORLD SERIES,3,3
3338.0,Positive,Aye I get to go to the World Series with my grandpa now lets go!!!,Who else is watching the fuckin World Series???,,,,,1,4
3341.0,Positive,Taiwan nursing home fire kills 12 elderly patients: Taiwanese officials say a midnight fire at a nursing home ha... ,Taiwan nursing home fire kills 12 elderly patients: Taiwanese officials say a midnight fire ... #News #US #Oklahoma,,"OKLAHOMA,US,TAIWAN",,TAIWANESE,9,5
3339.0,Negative,Body of Missing NJ Girl Autumn Pasquale Believed Found - ABC News: ABC NewsBody of Missing NJ Girl Autumn Pasqua... ,NJ Town Fearful As Girl's Body Found In Recycling: NJ town fearful as girl's body found in recycling,,"NJ,NJ TOWN",PASQUALE,,81,21
3345.0,Negative,UK to double number of drones in Afghanistan: The UK is to double the number of armed RAF… ,"UK to Double Number of Drones in Afghanistan: | ""...the UK will soon have 10 Reapers in Afghanis ",,"UK,AFGHANISTAN",,,8,11
3352.0,Negative,"Japan gang-scandal minister quits: Japan's justice minister resigns weeks after taking office, citing ill health, amid a scandal over...","Japan gang-scandal minister quits: Japan's justice minister resigns weeks after taking office, citing ill health... ",,JAPAN,,JAPAN'S,9,0
3367.0,Positive,"Qatar ruler set for key Gaza trip: Qatar's ruler is set to arrive in Gaza, making him the first head of state to... ","Qatar ruler begins key Gaza trip: Qatar's emir arrives in the Gaza Strip, making him the first head of state to ... ","REUTERS,HAMAS","QATAR,GAZA",,"QATAR'S,GAZA ICE",4,9
3368.0,Negative,Scientists face jail over earthquake: Scientists have been convicted of manslaughter for failing to predict an ... ,6 Italian scientists got convicted of manslaughter because they failed to predict an earthquake well enough. Wat.,,,,ITALIAN,15,2
3370.0,Negative,Jimmy Savile: BBC's George Entwistle appears before MPs - BBC News: CTV NewsJimmy Savile: BBC's George Entwistle... ,FreelanceWritingDesk Jimmy Savile: BBC's George Entwistle appears before MPs - BBC News: CBC.caJimmy Savile: BBC... ,"BBC NEWS,CBC.CAJIMMY SAVILE,CTV",,"JIMMY SAVILE,GEORGE ENTWISTLE,BBC'S GEORGE ENTWISTLE",,51,13
3371.0,Negative,Merkel to unveil Roma memorial: German Chancellor Angela Merkel is to unveil a monument in Berlin commemorating ... ,Germany unveils Roma Holocaust memorial: German Chancellor Angela Merkel has opened a memorial in Berlin to the ... ,ROMA,"BERLIN,GERMANY","ANGELA MERKEL,MERKEL",GERMAN,34,7
3372.0,Positive,Qatari emir visits Gaza in boost to Hamas rulers - Ynetnews: YnetnewsQatari emir visits Gaza in boost to Hamas rulersYnetnewsThe emir...,Qatari emir visits Gaza in boost to Hamas rulers - Ynetnews: YnetnewsQatari emir visits Gaza in boost to Hamas r... ,"HAMAS RULERSYNETNEWSTHE,HAMAS,HAMAS RULERS",GAZA,,QATARI,15,58
3375.0,Positive,"New Bond film 'Skyfall' gets royal world premiere: The latest James Bond movie is getting its world premiere in London on Tuesday, wi...",New Bond film 'Skyfall' gets royal world premiere: The latest James Bond movie is getting its world premiere in ... ,,LONDON,,,33,52
3377.0,Negative,"New Jersey girl, 12, found dead: A 12-year-old girl was found dead Monday, athorities said, in a New Jersey recy... ","Body of NJ 12-year-old found: A 12-year-old girl was found dead Monday, authorities said, in a New Jersey recycl... ",,"NJ,NEW JERSEY",,,8,0
3379.0,Negative,"Hillsborough: Sir Norman Bettison resigns as victims call for pension freeze: Sir Norman Bettison, the West Yorkshire chief constable...","BBC News &gt;&gt; Bettison quits over Hillsborough West Yorkshire Police Chief Constable Sir Norman Bettison, whose role in ","HILLSBOROUGH WEST YORKSHIRE,BBC NEWS &GT,GT,WEST YORKSHIRE","WEST YORKSHIRE,HILLSBOROUGH","NORMAN BETTISON,BETTISON",,53,22
3384.0,Positive,End Of An Analogue TV Era: U.K.’s Digital-Terrestrial TV Switchover Is Done — Opening The Door For 4G Mobile Services ,End Of An Analogue TV Era: U.K.’s Digital-Terrestrial TV Switchover Is Done — Opening Door For 4G Mobile Service ,,,,,7,6
3385.0,Negative,RIP Ceefax (teletext) which ends today. #ceefax 😲,Bye bye Ceefax:( Twitter killed the teletext star! #teletext,"CEEFAX,RIP CEEFAX",,,,15,3
3386.0,Negative,"Syria ceasefire for Eid al-Adha: A four-day ceasefire to mark the Muslim holiday of Eid al-Adha comes into effect in Syria, but the a...",Syria ceasefire for Eid al-Adha: A four-day ceasefire to mark the Muslim holiday of Eid al-Adha comes into effec... ,,SYRIA,"AL-ADHA,EID AL-ADHA",MUSLIM,33,11
3387.0,Negative,Official: Body found; preliminarily identified as missing 12-year-old New Jersey girl - Fox News: Kansas City St... ,Official: Body found; preliminarily identified as missing 12-year-old New Jersey girl - Fox News ,"KANSAS CITY,FOX NEWS",NEW JERSEY,,,3,5
3390.0,Positive,"‘Iron Man 3′ Teaser Trailer: New armors, new villains, same old Tony Stark. The first trailer for Iron Man 3 ha... ",Watch: Iron Man 3 Trailer!: It's here! No more teasers of teasers. Watch the brand new trailer for I... #GamingNews,,,,,36,40
3392.0,Positive,Ceefax ready for final switch-off &lt; how about a retro CEEFAX web page? ,Ceefax ready for final switch-off ,CEEFAX,,,,0,16
3397.0,Negative,"Car bombs, mortars kill nine in Baghdad Shi'ite districts: BAGHDAD (Reuters) - Car bombs and mortars killed at l... ","Car bombs, mortars kill nine in Baghdad Shi'ite districts: BAGHDAD (Reuters) - Bomb blasts and mortars killed at... ",,BAGHDAD,,,16,2
3313.0,Positive,Japan's justice minister quits over past Yakuza gang links: Japan's new justice minister Keishu Tanaka has quit after admitting past ...,"Japan's justice minister quits amid scandal: Keishu Tanaka, who has admitted past links with organised crime, re... ","ALJAZEERA,ORGA",,KEISHU TANAKA,"YAKUZA,JAPAN'S",0,7
3400.0,Negative,Debate due on women board quotas: EU commissioners are due to debate proposals that would force quotas for women... ,EU considers women board quotas: EU commissioners are due to debate proposals that would force quotas for women on corporate boards.,"EU,EUROPEAN UNION",,,,6,0
3389.0,Negative,"""Goodbye cruel world"": Twitter mourns and mocks Ceefax as iconic BBC teletext service broadcasts very last page:... ","No more Ceefax. Though obviously, the best teletext service wasn't Ceefax anyway. ",CEEFAX,,,,3,2
3393.0,Negative,"Libya forces 'capture Bani Walid': The Libyan government says it has captured the western town of Bani Walid, a ... ","Pro-government forces seize Bani Walid: Pro-governnment forces in Libya have seized control of Bani Walid, the ... ","BANI,GENO,BANI WALID","LIBYA,BANI WALID",BANI WALID,LIBYAN,47,19
3398.0,Negative,"BBC Turns Off CEEFAX Service After 38 Years: Kittenman writes ""After 38 years (1974 - 2012) the BBC's CEEFAX ser... ",Nos da Ceefax: BBC News - Ceefax service to end after 38 years on BBC ,"BBC NEWS,CEEFAX,NOS DA CEEFAX",,KITTENMAN,,33,6
3427.0,Positive,"BBC Tech: Ceefax ready for final switch-off: Ceefax, the BBC's teletext service, is given a lifetime achievement... ","Ceefax ready for final switch-off: Ceefax, the BBC's teletext service, is given a lifetime achievement award by ... ",,,,"BBC'S,CEEFAX",19,1
3433.0,Negative,#USA Lebanon army deploys in Beirut and Tripoli - BBC News: BBC NewsLebanon army deploys in Beirut and TripoliBB... , Lebanon army deploys in Beirut and Tripoli - BBC News ,"BBC NEWS,BBC NEWSLEBANON ARMY,USA LEBANON","TRIPOLI,BEIRUT,LEBANON",,,5,0
3442.0,Positive,Bernanke probably won't stand for third term at Fed: NYT: (Reuters) - U.S. Federal Reserve Chairman Ben Bernanke has told close frien...,Bernanke probably won't stand for third term at Fed: NYT: Federal Reserve Chairman Ben Bernanke has told close f... ,"U.S. FEDERAL RESERVE,FED",,"BEN BERNANKE,BERNANKE",,7,12
3435.0,Negative,Teen arrested in Jessica Ridgeway murder: WESTMINSTER - Westminster Police have made an arrest in the Jessica Ri... ,"Boy, 17, arrested in Jessica Ridgeway's death in Colorado: Westminster police have arrested a 17 year... #cleveland","JESSICA RI,CLEVELAND","JESSICA RIDGEWAY,WESTMINSTER,COLORADO","JESSICA RIDGEWAY'S,JESSICA RIDGEWAY,BOY",,56,11
3449.0,Negative,"Italy disaster head quits in row: The head of Italy's disaster body, Luciano Maiani, steps down after seven coll... ","Italy disaster head quits in row: The head of Italy's disaster body, Luciano Maiani, steps down after seven colleagues faced jail for...",,ITALY,LUCIANO MAIANI,ITALY'S,18,1
3452.0,Positive,US trade judge sides with Apple: A US International Trade Commission judge sides with Apple ruling that rival Sa... ,US trade judge sides with Apple - A US International Trade Commission judge sides with Apple ruling that rival Samsu... ,"SAMSU,APPLE",US,,,31,73
3411.0,Negative,"BBC UK: NI completes UK TV switchover: The analogue TV signal in Northern Ireland has been switched off, complet... ","VIDEO: VIDEO: UK completes TV switchover: The analogue TV signal in Northern Ireland has been switched off, comp... ",BBC UK,"UK,NI,IRELAND",,,26,8
3438.0,Positive,Birmingham city council warns of effect of 17% spending cuts via @guardian #Birmingham ,Birmingham city council warns of effect of 17% spending cuts: By Patrick Butler Authority says scale of coalit... ,"BIRMINGHAM,BIRMINGHAM CITY COUNCIL,PATRICK BUTLER AUTHORITY",,,,0,5
3487.0,Negative,Holy crap. The new iMac is almost IMPOSSIBLY thin. Beautiful.,Holy crap! The new iMac! What?! OMG! Sooo thin!!,,,,,8,0
3488.0,Positive,The new gen iMac is impressive and super thin. #apple #imac #loveit,new #imac has an amazing new design. thin as a tv,IMAC,,,,19,29
3497.0,Negative,#phone Apple Announces Fourth Generation iPad with Lightning Connector [iOS Blog]: Though rumors pointed primari... ,Apple Announces Fourth Generation iPad with Lightning Connector [iOS Blog] ,"STEVEKOVACH,APPLE",,,,4,8
3498.0,Positive,Whoa new iPad announced.. iPad 4... or 4th generation iPad... or the REALLY NEW iPad ,So apple announced a new iPad n iPad mini.... alright apple alright.. people that got the 3rd Gen iPad are now looking like fools,"WHOA,APPLE",,,,8,18
3502.0,Positive,ສະຫລຸບ Apple Event New iMac New Macbook Pro 13' Retina Display New Mac mini New iPad 4th Gen New iPad mini ລາຄາຫນ້າສົນໃຈຫລາຍ,"Our Coverage Of The Apple Event: iPad Mini, 4th Generation iPad, New iMac, Mac Mini, 13″ Retina MacBook Pro ",,,,,32,67
3483.0,Positive,also i get the impression the Apple is trying really hard to milk its customers - new iPad in 6 months :(,iPad 4th gen is a LIE. Wtf. It's only been 6 months. Scumbag Apple.,"IPAD,APPLE",,,IPAD,3,4
3517.0,Positive,Barcalona 0 - 1 Celtic! come on you Celtic beauties!!!!!!!!!!!,"Well done Celtic, proud of the team #ComeOnCeltic #Celtic #championsleague #Celticfaithful","BARCA,CELTIC,FCBARCELONA,BARCALONA",,"MASCHERANO,WHAT'S",,20,5
3518.0,Positive,Celtic are beating Barcelona. I REPEAT CELTIC ARE BEATING BARCELONA,Barcelona 0 - 1 Celtic Mascherano OG. Could it be Celtic's night?,"CHELSEA,BARCELONA,CELTIC",,ANDRES INIESTA,CELTIC,69,30
3522.0,Negative,I predicted that Celtic FC would score the first goal in their match against FC Barcelona via @UEFAcom,"Ajax's Christian Eriksen ran 13,063 meters assisted and scored a goal in Ajax 3-1 win v. Man City. #ucl","FC BARCELONA,AJAX,UCL,UEFACOM,CELTIC,CELTIC FC",,CHRISTIAN ERIKSEN,AJAX'S,25,6
3533.0,Positive,#Israel says 79 rockets fired at it from #Gaza via @reuters,Israel says 79 rockets fired at it from Gaza #Obama #Silent via @yahoocanadanews,"REUTERS,GAZA VIA,YAHOO! NEWS,YAHOOCANADANEWS","ISRAEL,GAZA",,,0,12
3537.0,Negative,Surfer killed in California shark attack: A surfer was killed in a shark attack Tuesday off the coast of Santa B... ,BBC - Surfer killed in US shark attack: A 38-year-old surfer dies after a shark attack off the California coast ... ,BBC,"CALIFORNIA COAST,SANTA B,US,CALIFORNIA",,,109,3
3541.0,Positive,Sudan says Israel behind arms factory fire: KHARTOUM (Reuters) - An arms factory in Khartoum where there were bl... ,Sudan says Israel behind arms factory fire: KHARTOUM (Reuters) - Four military planes attacked an arms factory i... ,,"KHARTOUM,SUDAN,ISRAEL",,SUDAN'S,40,18
3549.0,Positive,Company Linked To Romney Owns Voting Machines In Ohio And Colorado Real Nice! Another Bush election...,'Free' Democracy? Company Linked To Romney Owns Voting Machines In Ohio And Colorado ,COLORADO,"OHIO,COLORADO",ROMNEY,,5,22
3554.0,Negative,"Are You Prepared for Hurricane Sandy?: Hurricane Sandy is heading for the East Coast. The hurricane, which has been dubbed ""Frankenst...","Gallery: Hurricane Sandy, Day One: Images of Hurricane Sandy hitting the United States east coast and Gulf islan... ",THE EAST COAST OF AMERICA,"EAST COAST,US,GULF ISLAN,UNITED STATES EAST COAST,HURRICANE SANDY",,,425,281
3560.0,Negative,Budget set for borrowing powers: Welsh government ministers are expected to be allowed to borrow money to pay fo... ,Budget set for borrowing powers: Welsh government ministers are expected to be allowed to borrow money to pay for big capital project...,WALES,,,WELSH,7,7
3561.0,Negative,SocGen rogue trader loses appeal: Former Societe Generale trader Jerome Kerviel loses his appeal agai... bbc Update,Latest update: SocGen rogue trader loses appeal - Former Societe Generale trader Jerome Kerviel loses his appeal aga... ,SOCIETE GENERALE,,JEROME KERVIEL,,21,11
3567.0,Negative,"Militants killed in Gaza strikes: Israel carries out air strikes in the Gaza Strip, killing four Hamas militants, after rocket and mo...","Militants killed in Gaza strikes: Israel carries out air strikes in the Gaza Strip, killing four Hamas militants... ","CBC.CAGAZA,HAMAS,NEW YORK TIMES","GAZA STRIP,GAZA,ISRAEL",,,16,22
3577.0,Negative,Council equal pay appeal bid lost: A total of 174 low-paid female ex-Birmingham City Council workers can go ahea... ,Council equal pay appeal bid lost: A total of 174 low-paid female ex-Birmingham City Council workers can go ahead with their compensa...,,,,,19,6
3581.0,Negative,BBC News - Birmingham City Council loses equal pay appeal bid - A significant step for equal pay,Finance-News: Council equal pay appeal bid lost: Birmingham City Council is not given permission to appeal again... ,"BBC NEWS,BIRMINGHAM CITY COUNCIL,SUPREME COURT",,,,2,3
3548.0,Negative,UN envoy: Syria’s government agrees to cease-fire during Eid holiday: U.N special envoy to Syria Lakhdar Brahimi said the Syrian gove...,UN envoy: Syrian government agrees to cease-fire - CNN - UN envoy: Syrian government agrees to ceas... ,U.N,SYRIA,LAKHDAR BRAHIMI,"SYRIAN,SYRIA’S",26,13
3585.0,Positive,"Pius X Society expels Bishop Williamson for disobedience – Menzingen, Switzerland, Oct 24, 2012 / 12:10 pm (CNA... ",Lefebvrians expel controversial Bishop Richard Williamson ,"PIUS SCHORST BISSCHOP WILLIAMSON,PIUS X SOCIETY","MENZINGEN,SWITZERLAND","BISHOP WILLIAMSON,RICHARD WILLIAMSON",LEFEBVRIANS,3,2
3555.0,Negative,Mediator: Syria agrees to Eid holiday truce - Syria has agreed to a ceasefire during the short Muslim holiday of Eid... ,Syria govt agrees Eid ceasefire: Brahimi: CAIRO: The Syrian government has agreed to a ceasefire during the four... ,,"SYRIA,CAIRO",BRAHIMI,SYRIAN,13,7
